,Sales-,Sales Growth %,Expenses-,Material Cost %,Manufacturing Cost %,Employee Cost %,Other Cost %,Operating Profit,OPM %,Other Income,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs,Dividend Payout %,Share Capital-,Equity Capital,Reserves,Borrowings,Other Liabilities-,Trade Payables,Advance from Customers,Other liability items,Total Liabilities,Fixed Assets-,Gross Block,Accumulated Depreciation,CWIP,Investments,Other Assets-,Inventories,Trade receivables,Cash Equivalents,Loans n Advances,Other asset items,Total Assets,company_id,Non controlling int,Preference Capital,Other Liabilities+
Mar 2020,25.12,422%,24.17,89%,0%,1%,5%,0.95,3.78%,-0.00,-0.00,0.01,0.94,23.40%,0.72,0.89,-0.00%,8.12,8.12,-2.68,-0.00,4.58,4.23,0.00,0.35,10.02,0.08,0.19,0.10,-0.00,-0.00,9.94,0.21,8.27,0.87,0.45,0.14,10.02,539032,,,
TTM,18.57,,18.52,,,,,0.05,0.27%,-0.02,0.00,0.03,0.00,,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,539032,,,
Sep 2020,,,,,,,,,,,,,,,,,,8.12,8.12,-2.58,0.35,4.14,3.16,,0.98,10.03,0.47,,,-0.00,-0.00,9.56,0.22,5.89,2.53,0.01,0.91,10.03,539032,,,
Mar 2010,17.38,,16.47,74%,13%,6%,2%,0.91,5.24%,-0.03,0.26,0.16,0.46,21.74%,0.35,3.17,0.00%,1.11,1.11,1.18,2.84,3.63,2.42,0.24,0.97,8.76,2.70,3.35,0.65,0.06,0.00,6.00,2.51,2.67,0.13,0.69,0.00,8.76,542013,,,
Mar 2011,19.05,9.61%,18.07,74%,13%,6%,3%,0.98,5.14%,0.00,0.28,0.17,0.53,16.98%,0.44,3.49,0.00%,1.26,1.26,1.62,3.27,3.80,2.75,0.17,0.88,9.95,2.73,3.49,0.76,0.23,0.00,6.99,3.70,2.26,0.09,0.67,0.27,9.95,542013,,,
Mar 2012,21.80,14.44%,20.62,78%,11%,5%,1%,1.18,5.41%,0.00,0.34,0.20,0.64,29.69%,0.45,3.26,0.00%,1.38,1.38,2.19,4.47,4.04,2.84,0.25,0.95,12.08,3.37,3.37,0.00,0.00,0.00,8.71,4.20,3.51,0.11,0.56,0.33,12.08,542013,,,
Mar 2018,54.15,,51.68,69%,13%,8%,6%,2.47,4.56%,0.11,0.21,0.57,1.80,27.22%,1.31,2.37,0.00%,5.52,5.52,2.46,3.60,8.24,4.57,0.42,3.25,19.82,8.80,11.87,3.07,0.22,0.00,10.80,1.54,7.97,0.58,0.46,0.25,19.82,542013,,,
Mar 2019,70.09,29.44%,66.63,65%,15%,10%,5%,3.46,4.94%,0.16,0.10,0.63,2.89,35.64%,1.87,2.49,0.00%,7.52,7.52,7.52,1.85,8.20,2.38,0.12,5.70,25.09,8.97,12.60,3.62,1.98,0.00,14.14,3.04,9.33,0.17,0.47,1.13,25.09,542013,,,
Mar 2020,76.72,9.46%,72.59,64%,14%,12%,4%,4.13,5.38%,0.17,0.11,0.72,3.47,26.22%,2.56,3.40,29.38%,7.52,7.52,10.09,4.38,8.80,3.45,0.24,5.11,30.79,10.62,10.62,0.00,3.96,0.00,16.21,3.16,11.44,0.17,0.77,0.67,30.79,542013,,,
Dec 2008,4588,6.37%,3874,53%,8%,12%,12%,713,16%,454,9,302,857,26%,634,197.93,13%,32,32.02,3063,264,1193,611,25,556,4553,609,2729,2120,167,867,2910,548,700,1071,592,-0,4553,500530,,,
Dec 2009,4791,4.44%,4164,53%,8%,13%,13%,627,13%,471,1,304,793,26%,591,188.11,16%,31,31.40,3354,284,1320,615,35,670,4990,513,2871,2358,100,1418,2959,551,583,1068,757,-0,4990,500530,,,
Dec 2010,6656,38.91%,5603,54%,6%,12%,12%,1053,16%,408,4,254,1203,29%,859,273.55,15%,31,31.40,4067,276,1863,993,38,832,6238,436,3024,2588,224,1607,3970,809,721,1326,1114,-0,6238,500530,,,
Dec 2011,8166,22.69%,6654,54%,5%,11%,11%,1512,19%,320,0,258,1574,29%,1123,357.56,38%,31,31.40,4697,307,2096,1030,51,1014,7131,592,3358,2767,321,1635,4584,1183,896,952,1221,333,7131,500530,,,
Dec 2012,8659,6.04%,7310,55%,5%,12%,12%,1350,16%,369,6,367,1346,29%,958,305.20,20%,31,31.40,5542,230,2098,929,60,1109,7902,863,3941,3078,408,1529,5102,1096,1027,1487,1266,226,7902,500530,,,
Dec 2013,8757,1.13%,7468,55%,5%,13%,12%,1289,15%,353,0,384,1257,30%,885,281.76,20%,31,31.40,6263,183,2414,1048,48,1318,8891,938,4309,3370,440,2202,5311,1198,1056,1442,1353,263,8891,500530,,,
Mar 2015,12086,38.01%,10132,53%,5%,14%,12%,1953,16%,565,14,548,1956,32%,1338,426.03,20%,31,31.40,7316,111,2973,1207,36,1731,10431,968,4791,3823,276,2890,6298,1276,1188,1896,1719,219,10431,500530,,,
Mar 2016,9701,-19.73%,7823,51%,5%,13%,11%,1878,19%,623,13,386,2102,27%,1531,487.72,17%,31,31.40,9504,50,2848,1309,0,1539,12433,1149,1617,468,151,4628,6505,1192,1322,1832,1988,171,12433,500530,,,
Mar 2017,10435,7.56%,8473,51%,5%,13%,12%,1963,19%,912,27,456,2391,27%,1741,570.47,29%,30,30.50,8769,0,3000,1340,0,1660,11800,1514,2418,904,129,3927,6231,1180,1186,1718,2015,132,11800,500530,,,
Mar 2018,11690,12.03%,9600,54%,7%,12%,10%,2090,18%,421,3,467,2041,33%,1371,449.14,22%,30,30.50,9951,0,3946,2023,0,1923,13927,1318,2671,1354,313,5240,7056,1226,1616,1888,2167,160,13927,500530,,,
Mar 2019,12085,3.38%,9931,55%,7%,11%,8%,2154,18%,600,13,402,2339,32%,1598,541.81,19%,30,29.50,9097,0,3583,1578,0,2006,12710,1176,2910,1734,644,4054,6836,1444,1568,1253,2401,170,12710,500530,,,
Mar 2020,9842,-18.56%,8365,54%,7%,13%,11%,1477,15%,-98,10,383,985,34%,650,220.32,48%,30,29.50,9240,74,3977,1605,0,2372,13320,1342,3469,2127,487,4042,7450,1116,1413,2256,2394,270,13320,500530,,,
TTM,8244,,7396,,,,,848,10%,-476,11,378,-17,,86,29.23,,,,,,,,,,,,,,,,,,,,,,,500530,,,
Sep 2020,,,,,,,,,,,,,,,,,,29,29.49,8797,63,4192,1550,,2642,13081,1259,,,528,4456,6838,875,1396,1730,610,2226,13081,500530,,,
Mar 2010,352,,290,70%,0%,1%,11%,62,18%,4,0,31,35,18%,29,16.04,0%,18,18,261,2,137,91,3,44,419,107,107,0,18,21,273,38,215,7,2,12,419,538666,0,,
Mar 2011,442,25.56%,361,70%,0%,2%,10%,81,18%,8,0,37,51,19%,41,22.96,0%,18,18,302,2,168,117,2,48,489,88,88,0,34,30,339,58,248,23,4,5,489,538666,0,,
Mar 2012,614,38.88%,491,68%,0%,2%,10%,123,20%,7,0,43,86,21%,69,7.62,0%,90,90,303,3,237,174,2,61,634,58,58,0,63,36,476,102,327,30,7,11,634,538666,0,,
Mar 2013,778,26.77%,638,70%,0%,2%,10%,140,18%,15,0,37,118,28%,84,9.35,0%,90,90,377,46,284,193,2,88,796,64,64,0,88,97,547,93,379,36,18,21,796,538666,0,,
Mar 2014,790,1.60%,631,65%,0%,2%,12%,159,20%,33,8,29,155,29%,111,12.31,16%,90,90,466,40,319,205,0,114,914,64,251,187,133,174,542,81,400,22,11,28,914,538666,0,,
Mar 2015,1061,34.25%,882,67%,0%,2%,14%,179,17%,29,9,23,175,30%,123,13.63,18%,90,90,564,38,354,228,0,126,1047,88,298,209,149,95,715,140,454,70,14,36,1047,538666,0,,
Mar 2016,1222,15.20%,941,64%,0%,2%,11%,281,23%,23,8,35,261,33%,175,19.41,21%,90,90,715,2,522,384,0,138,1329,130,161,31,210,90,899,160,620,65,11,44,1329,538666,0,,
Mar 2017,1399,14.49%,1075,64%,0%,2%,11%,324,23%,14,9,56,272,30%,190,21.11,19%,90,90,870,0,686,457,5,224,1646,210,296,86,232,61,1143,288,673,108,31,44,1646,538666,0,,
Mar 2018,1707,21.97%,1343,67%,0%,2%,10%,364,21%,9,15,70,287,34%,191,21.14,19%,90,90,1045,170,914,634,7,274,2219,226,379,153,360,22,1611,530,892,101,28,60,2219,538666,0,,
Mar 2019,1998,17.05%,1623,69%,0%,2%,10%,375,19%,-20,20,99,235,25%,176,19.55,20%,90,90,1194,0,914,636,9,269,2198,372,622,250,220,212,1394,365,811,124,74,21,2198,538666,0,,
Mar 2020,2003,0.27%,1660,69%,0%,2%,12%,343,17%,-5,16,137,185,11%,165,18.25,22%,90,90,1313,0,940,687,7,246,2343,416,797,381,161,116,1650,382,989,153,76,49,2343,538666,0,,
TTM,2072,,1745,,,,,327,16%,42,2,147,220,,194,21.55,,,,,,,,,,,,,,,,,,,,,,,538666,,,
Sep 2020,,,,,,,,,,,,,,,,,,90,90,1350,29,641,390,,251,2111,626,,,0,183,1302,435,611,131,15,109,2111,538666,0,,
Sep 2008,1610,-16.57%,1330,61%,8%,8%,6%,279,17%,56,110,80,145,16%,122,4.73,13%,26,25.79,783,1169,523,269,95,158,2500,1263,1571,308,42,43,1152,549,214,20,429,-59,2500,532356,,,
Sep 2009,1912,18.80%,1484,61%,5%,7%,4%,428,22%,12,116,76,248,30%,174,6.76,15%,26,25.79,927,834,700,369,126,204,2487,1266,1652,386,19,61,1141,461,243,28,455,-45,2487,532356,,,
Sep 2010,2259,18.11%,2050,73%,6%,7%,4%,209,9%,55,85,84,96,27%,70,2.70,28%,26,25.79,974,934,581,235,149,197,2515,1233,1704,471,22,38,1221,492,279,19,469,-38,2515,532356,,,
Sep 2011,1705,-24.51%,1543,71%,8%,8%,4%,162,9%,33,96,81,17,-28%,22,0.86,23%,26,25.79,1046,826,349,104,29,216,2246,1072,1606,534,15,51,1108,394,171,11,279,253,2246,532356,,,
Sep 2012,1859,9.04%,1680,70%,8%,7%,5%,179,10%,-47,124,82,-73,29%,-52,-2.03,-5%,26,25.79,991,1022,307,103,33,171,2346,1020,1629,609,7,96,1223,539,210,10,264,199,2346,532356,,,
Mar 2014,3153,69.58%,3084,75%,9%,7%,7%,69,2%,46,187,119,-191,8%,-176,-6.84,-0%,26,25.79,814,1176,1005,820,31,154,3021,950,1670,719,2,68,2000,1403,228,15,202,152,3021,532356,,,
Mar 2015,2061,-34.64%,2079,80%,9%,7%,5%,-18,-1%,30,122,59,-169,10%,-152,-5.90,-0%,26,25.79,633,1472,834,662,15,157,2965,875,1667,791,18,81,1990,1236,233,7,417,97,2965,532356,,,
Mar 2016,1915,-7.07%,1790,72%,8%,8%,5%,125,7%,42,115,59,-7,1%,-7,-0.28,-0%,26,25.79,561,1678,740,447,25,269,3006,862,921,59,9,99,2036,1412,254,5,285,79,3006,532356,,,
Mar 2017,2824,47.49%,2302,65%,6%,7%,3%,522,18%,-36,127,57,302,16%,253,9.81,-0%,26,25.79,810,1721,554,257,38,259,3111,858,974,116,2,109,2142,1678,277,7,275,-96,3111,532356,,,
Mar 2018,3370,19.33%,3094,77%,6%,6%,3%,276,8%,33,85,55,169,29%,119,4.62,5%,26,25.79,921,1240,850,628,35,187,3036,847,1017,171,10,116,2063,1583,311,6,215,-53,3036,532356,,,
Mar 2019,3152,-6.48%,2842,71%,8%,7%,5%,309,10%,83,68,57,268,19%,216,8.38,8%,26,25.79,1115,1684,985,638,80,267,3810,842,1069,226,205,113,2650,2123,237,19,331,-61,3810,532356,,,
Mar 2020,4437,40.77%,3893,73%,5%,6%,3%,543,12%,56,79,75,446,25%,335,13.52,8%,25,24.79,1314,1530,1181,756,57,368,4050,1087,1385,299,26,142,2796,1916,349,33,521,-23,4050,532356,,,
TTM,4955,,4449,,,,,507,10%,40,59,77,411,,298,12.01,,,,,,,,,,,,,,,,,,,,,,,532356,,,
Sep 2020,,,,,,,,,,,,,,,,,,25,24.79,1430,634,1116,580,,536,3204,1053,,,43,148,1961,873,243,78,118,649,3204,532356,,,
Mar 2018,16.47,,14.62,82%,2%,3%,2%,1.85,11.23%,0.00,0.46,0.06,1.33,27.82%,0.95,950.00,0.00%,0.01,0.01,1.13,2.60,5.29,4.58,0.00,0.71,9.03,0.45,0.52,0.07,0.00,0.00,8.58,5.12,3.02,0.27,0.11,0.06,9.03,NSE - SM : SILGO,,,
Mar 2019,21.67,31.57%,19.69,80%,4%,4%,3%,1.98,9.14%,0.00,0.01,0.10,1.87,34.22%,1.23,2.43,0.00%,5.07,5.07,4.25,0.00,1.30,0.53,0.00,0.77,10.62,0.37,0.53,0.17,0.00,0.00,10.25,7.77,2.08,0.10,0.23,0.07,10.62,NSE - SM : SILGO,,,
Mar 2020,28.40,31.06%,25.04,79%,4%,3%,2%,3.36,11.83%,0.02,0.38,0.13,2.87,29.27%,2.03,3.05,0.00%,6.67,6.67,11.07,8.00,1.21,0.17,0.01,1.03,26.95,0.39,0.67,0.27,0.00,0.00,26.56,15.99,9.36,0.26,0.94,0.01,26.95,NSE - SM : SILGO,,,
Mar 2009,97,2.08%,74,6.50%,7.39%,10.88%,51.37%,23,24%,64,10,12,65,16%,54,4.17,-0%,131,131,933,130,406,354,0,52,1601,14,34,20,1026,16,546,68,19,277,120,62,1601,500186,,,
Mar 2010,154,59.00%,45,-0.04%,12.97%,7.82%,8.28%,110,71%,14,8,47,69,36%,44,3.37,-0%,131,131,977,652,151,62,0,89,1911,10,19,8,65,7,1828,45,43,80,197,1464,1911,500186,,,
Mar 2011,345,123.14%,98,1.90%,11.08%,4.27%,11.30%,246,71%,9,12,122,121,32%,82,6.25,8%,131,131,1051,589,170,21,0,148,1941,10,18,8,101,115,1715,46,50,17,190,1412,1941,500186,,,
Mar 2012,168,-51.23%,80,7.97%,33.85%,7.76%,-1.92%,88,52%,25,11,56,47,26%,35,2.65,-0%,131,131,1085,591,197,21,0,176,2003,10,19,9,124,77,1792,50,22,43,219,1459,2003,500186,,,
Mar 2013,128,-24.05%,61,6.34%,15.75%,9.42%,16.07%,67,52%,-564,11,88,-595,7%,-553,-42.35,-0%,131,131,532,886,210,16,0,193,1758,9,19,9,339,30,1379,43,18,88,135,1097,1758,500186,,,
Mar 2014,78,-38.77%,103,14.76%,87.73%,15.40%,14.03%,-25,-32%,6,14,103,-136,9%,-124,-9.48,-0%,131,131,405,947,179,19,0,160,1662,9,19,10,337,31,1285,40,9,13,9,1214,1662,500186,,,
Mar 2015,59,-24.69%,70,13.27%,47.24%,7.81%,50.86%,-11,-19%,-1154,15,39,-1219,-0%,-1220,-93.46,-0%,131,131,150,-0,154,15,0,139,435,8,19,10,118,28,281,26,5,8,86,155,435,500186,,,
Mar 2016,48,-18.38%,40,24.04%,32.40%,9.70%,17.09%,8,17%,14,5,12,6,11%,5,0.38,-0%,131,131,175,-0,186,9,0,177,491,8,19,11,130,74,279,24,4,53,87,110,491,500186,,,
Mar 2017,26,-46.93%,32,-0.08%,45.69%,6.16%,74.27%,-7,-26%,56,-0,10,40,10%,36,2.76,-0%,131,131,211,-0,183,18,0,165,525,10,21,12,6,160,349,25,5,34,11,274,525,500186,,,
Mar 2018,49,91.02%,18,-9.34%,27.10%,12.09%,6.94%,31,63%,16,1,8,38,-0%,38,2.88,-0%,131,131,253,0,160,18,0,142,544,18,30,12,6,51,470,28,16,92,15,319,544,500186,,,
Mar 2019,265,444.32%,77,1.58%,21.97%,2.09%,3.58%,188,71%,15,2,44,157,0%,157,12.01,-0%,131,131,410,12,182,16,0,166,734,28,55,27,26,137,543,28,41,35,21,417,734,500186,,,
Mar 2020,202,-23.79%,77,0.21%,28.38%,2.93%,6.79%,125,62%,48,6,29,137,-0%,138,10.40,-0%,132,132,547,45,311,66,0,245,1036,26,55,30,327,118,565,27,36,86,17,398,1036,500186,,,
TTM,140,,66,,,,,74,53%,43,6,25,87,,89,6.71,,,,,,,,,,,,,,,,,,,,,,,500186,,,
Sep 2020,,,,,,,,,,,,,,,,,,132,132,571,70,235,32,,202,1009,347,,,349,144,168,34,37,74,0,22,1009,500186,,,
Mar 2014,0,,0,,,,,0,,0,0,0,0,,0,0.00,,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539597,0,,
Mar 2015,8152,,7411,68%,18%,2%,3%,741,9%,45,475,313,-1,-310%,-8,-321.60,0%,46,0.00,501,1053,4639,1535,60,3025,6192,2801,3234,434,29,370,2992,1449,955,19,399,170,6192,539597,19,,
Mar 2016,7235,-11.26%,6386,66%,17%,2%,3%,848,12%,-7,493,305,44,16%,36,1.58,0%,46,46.24,563,2007,2917,1084,55,1759,5533,2546,3259,714,61,369,2558,1221,837,23,370,106,5533,539597,19,,
Mar 2017,7774,7.46%,6794,64%,17%,2%,3%,981,13%,144,431,285,407,29%,287,12.15,0%,47,47.19,846,3514,2270,1639,58,552,6678,2430,3411,981,42,418,3787,1716,1050,14,559,449,6678,539597,22,,
Mar 2018,10357,33.22%,9126,67%,16%,2%,3%,1231,12%,283,408,284,821,28%,578,24.50,0%,47,47.19,1427,2935,2347,1632,46,638,6756,2290,3527,1237,66,571,3829,1674,847,15,395,899,6756,539597,31,,
Mar 2019,10289,-0.66%,9250,67%,18%,2%,3%,1039,10%,187,367,289,570,30%,381,16.16,0%,47,47.19,1806,2367,2273,1578,33,615,6493,2190,3689,1498,95,622,3587,1477,874,26,306,904,6493,539597,47,,
Mar 2020,9379,-8.84%,8444,67%,17%,3%,3%,935,10%,179,323,295,497,19%,393,16.65,0%,47,47.19,2224,2205,2108,1434,45,604,6584,2108,3880,1771,107,647,3722,1554,747,34,459,928,6584,539597,25,,
TTM,7881,,7188,,,,,693,9%,193,294,297,295,,260,11.00,,,,,,,,,,,,,,,,,,,,,,,539597,,,
Sep 2020,,,,,,,,,,,,,,,,,,47,47.19,2302,2090,2263,1291,,947,6702,2019,,,162,637,3884,1551,786,16,934,596,6702,539597,25,,
Mar 2009,653,-13.83%,604,31.78%,23.09%,8.47%,29.23%,49,7%,43,56,23,12,47%,7,0.64,47%,20,20.49,210,700,176,77,0,98,1107,401,512,111,77,53,576,108,170,42,266,-10,1107,532497,,,
Mar 2010,777,19.03%,650,33.65%,20.81%,6.96%,22.26%,127,16%,23,75,26,50,17%,42,3.15,19%,26,26.37,566,446,194,86,0,108,1233,414,551,137,53,89,677,123,236,33,293,-8,1233,532497,,,
Mar 2011,923,18.72%,771,30.59%,22.89%,6.72%,23.37%,152,16%,11,36,27,99,27%,73,5.49,13%,27,26.51,625,491,226,80,18,127,1368,419,573,154,22,121,807,127,319,9,283,68,1368,532497,,,
Mar 2012,1112,20.56%,941,49.10%,7.00%,6.35%,22.19%,171,15%,8,59,33,87,27%,64,4.80,17%,27,26.54,642,650,315,117,103,95,1634,502,687,185,5,111,1016,179,348,21,390,77,1634,532497,,,
Mar 2013,1210,8.79%,1021,48.34%,6.86%,6.51%,22.67%,189,16%,26,71,35,109,29%,77,5.81,14%,27,26.58,702,768,308,117,79,111,1804,529,744,214,5,109,1161,186,435,16,325,199,1804,532497,,,
Mar 2014,1378,13.87%,1182,47.39%,7.29%,6.77%,24.30%,196,14%,34,85,39,106,33%,71,5.36,15%,27,26.61,754,904,332,128,62,142,2017,570,821,250,8,108,1330,211,523,15,457,123,2017,532497,,,
Mar 2015,1400,1.58%,1220,34.16%,22.83%,8.55%,21.63%,180,13%,36,90,38,87,22%,68,5.08,16%,27,26.61,803,849,411,124,137,149,2089,573,870,298,1,98,1418,215,478,10,586,128,2089,532497,,,
Mar 2016,1643,17.36%,1452,30.31%,28.58%,7.82%,21.67%,191,12%,36,85,43,99,26%,73,5.52,14%,27,26.61,937,960,390,176,67,147,2313,729,772,43,2,205,1376,276,611,13,435,42,2313,532497,,,
Mar 2017,1657,0.87%,1444,32.57%,27.48%,8.53%,18.56%,213,13%,18,81,42,109,26%,80,6.02,13%,27,26.61,1003,799,392,185,41,166,2221,704,787,84,2,205,1309,294,624,14,240,138,2221,532497,,,
Mar 2018,1797,8.42%,1526,27.39%,29.90%,8.64%,19.02%,270,15%,26,69,41,187,34%,123,9.26,11%,27,26.66,1115,592,498,214,38,246,2232,685,803,118,20,205,1321,312,630,22,252,105,2232,532497,,,
Mar 2019,2063,14.85%,1713,23.71%,29.85%,8.31%,21.12%,351,17%,13,36,42,286,34%,188,14.10,9%,27,26.68,1288,337,581,245,76,260,2233,714,868,154,16,155,1347,362,642,18,226,100,2233,532497,,,
Mar 2020,2395,16.05%,2023,27.60%,28.70%,7.78%,20.39%,372,16%,-15,32,53,273,17%,228,17.04,12%,27,26.71,1494,400,549,264,56,229,2470,743,937,193,18,155,1553,384,823,18,228,100,2470,532497,,,
TTM,2272,,1905,,,,,368,16%,-8,29,53,279,,211,15.77,,,,,,,,,,,,,,,,,,,,,,,532497,,,
Sep 2020,,,,,,,,,,,,,,,,,,27,26.71,1583,310,579,251,,328,2499,745,,,32,155,1567,447,758,59,57,246,2499,532497,,,
Mar 2009,44,26.48%,35,39.51%,18.30%,12.96%,9.82%,9,19%,1,2,2,5,36%,3,0.55,38%,5,4.67,15,27,22,3.38,0.00,18.46,68,26,42,16,3,0,39,6.62,15.00,1.48,15.43,0.47,68,523828,,,
Mar 2010,56,28.69%,45,34.37%,23.80%,12.02%,9.83%,11,20%,0,2,3,7,30%,5,0.82,25%,5,4.67,18,25,13,4.75,0.00,8.14,61,31,50,19,2,0,28,7.06,13.01,4.32,3.75,0.36,61,523828,,,
Mar 2011,80,41.02%,64,36.94%,24.01%,10.67%,8.95%,15,19%,0,2,4,10,36%,6,1.14,33%,5,4.67,22,23,17,7.05,0.12,9.68,67,31,53,23,2,0,34,7.95,16.70,5.64,3.18,0.58,67,523828,,,
Mar 2012,88,10.01%,71,38.28%,26.68%,9.06%,6.69%,17,19%,0,2,4,11,31%,7,1.32,35%,5,4.67,27,22,17,7.82,0.03,9.43,70,31,58,27,6,1,33,8.06,15.70,5.41,2.90,0.67,70,523828,,,
Mar 2013,83,-5.07%,70,36.63%,30.24%,10.13%,7.68%,13,15%,1,2,5,7,45%,4,0.66,50%,5,4.67,28,25,15,5.14,0.00,9.53,73,36,68,31,2,0,34,8.10,17.76,5.77,1.60,0.70,73,523828,,,
Mar 2014,87,4.36%,71,38.38%,25.99%,9.77%,8.16%,15,18%,1,2,5,9,31%,6,1.10,45%,5,4.67,31,20,18,7.36,0.00,11.13,74,38,74,36,1,0,36,9.08,17.89,6.63,1.70,0.51,74,523828,,,
Mar 2015,103,18.90%,81,37.83%,24.61%,8.81%,6.81%,23,22%,1,2,4,17,31%,12,2.06,32%,5,4.67,38,17,19,6.36,0.00,12.32,78,36,76,40,0,0,42,9.76,20.57,9.00,2.23,0.55,78,523828,,,
Mar 2016,111,7.91%,82,33.94%,25.57%,8.78%,5.64%,29,26%,0,2,5,23,36%,15,2.66,31%,5,4.67,47,12,16,6.58,0.00,9.03,80,35,79,44,1,0,44,11.44,25.01,5.37,1.88,0.50,80,523828,,,
Mar 2017,124,11.00%,90,34.29%,24.14%,8.62%,6.05%,33,27%,1,1,5,28,31%,19,3.41,29%,6,5.60,59,21,17,8.14,0.00,8.80,103,37,87,49,4,0,62,12.37,29.24,16.94,3.31,0.01,103,523828,,,
Mar 2018,146,17.83%,108,36.59%,23.13%,8.84%,5.88%,37,26%,1,2,4,32,35%,21,3.76,40%,6,5.60,71,25,23,10.65,0.00,12.68,126,48,100,52,5,0,73,14.51,35.37,18.54,4.45,0.46,126,523828,,,
Mar 2019,174,19.43%,131,35.81%,23.43%,8.82%,7.21%,43,25%,1,4,5,36,30%,25,4.51,33%,6,5.60,85,46,22,9.96,0.00,11.71,158,56,113,57,19,3,80,16.34,39.46,19.33,3.68,0.90,158,523828,,,
Mar 2020,139,-20.05%,109,32.14%,25.63%,11.19%,9.61%,30,21%,1,5,7,20,27%,14,2.57,97%,6,5.60,83,38,23,9.37,0.00,13.49,149,72,136,64,10,0,67,15.63,35.52,10.86,4.31,0.82,149,523828,,,
TTM,120,,94,,,,,25,21%,4,4,7,18,,13,2.34,,,,,,,,,,,,,,,,,,,,,,,523828,,,
Sep 2020,,,,,,,,,,,,,,,,,,6,5.60,89,32,27,11.45,,15.09,153,82,,,1,1,70,15.33,39.55,10.08,3.73,0.81,153,523828,,,
Mar 2010,84,,84,94%,3%,1%,3%,-0,-1%,3,1,0,1,36%,1,0.56,45%,10,10.01,4,18,8,1.54,4.22,2.43,40,6,8.65,3.15,0,0,35,5,14,11,5,0,40,534600,,,
Mar 2011,94,11.63%,92,92%,4%,1%,2%,2,2%,1,1,0,1,27%,0,0.40,0%,10,10.01,4,17,7,2.79,0.00,4.60,39,5,8.71,3.57,1,0,33,7,18,1,7,0,39,534600,,,
Mar 2012,88,-6.24%,86,96%,0%,1%,1%,2,2%,2,2,0,0,35%,0,0.22,0%,10,10.01,4,12,7,2.36,0.00,4.69,33,6,9.54,3.95,0,0,27,6,14,2,2,2,33,534600,,,
Mar 2013,86,-1.64%,84,90%,5%,1%,2%,2,2%,1,1,0,1,34%,1,0.60,0%,10,10.01,5,20,10,5.42,0.00,4.64,44,5,9.91,4.45,0,1,38,11,18,1,8,0,44,534600,,,
Mar 2014,97,12.36%,94,86%,8%,1%,2%,3,3%,-0,2,1,1,35%,1,0.54,0%,10,10.01,5,17,19,2.85,0.00,16.19,52,5,9.98,4.95,0,0,47,14,19,2,11,0,52,534600,,,
Mar 2015,119,22.56%,117,88%,8%,1%,2%,2,2%,1,2,0,1,33%,1,0.83,0%,10,10.01,3,15,8,2.96,0.00,5.29,36,3,11.45,8.35,0,0,33,8,16,1,8,0,36,534600,,,
Mar 2016,95,-20.52%,93,91%,3%,1%,3%,2,2%,1,1,0,2,23%,1,1.21,0%,10,10.01,4,6,11,6.27,0.00,4.25,31,3,12.21,8.77,0,0,27,10,7,2,8,0,31,534600,,,
Mar 2017,113,19.04%,110,94%,0%,1%,3%,2,2%,1,1,0,2,36%,1,1.38,0%,10,10.01,6,11,22,10.06,0.00,11.70,48,4,4.71,0.34,0,0,44,16,17,1,10,0,48,534600,,,
Mar 2018,170,50.53%,155,87%,0%,1%,4%,15,9%,0,2,0,13,37%,8,8.03,0%,10,10.01,14,21,27,20.17,0.06,7.18,72,6,6.85,0.84,2,0,64,19,32,1,13,0,72,534600,,,
Mar 2019,322,89.66%,298,88%,0%,1%,3%,24,7%,1,3,1,21,30%,14,14.49,0%,10,10.01,28,35,35,6.01,1.60,27.02,108,19,21.06,1.58,0,0,88,22,56,2,8,0,108,534600,,,
Mar 2020,230,-28.59%,213,89%,1%,1%,2%,16,7%,3,4,1,14,26%,10,9.50,0%,11,10.61,51,58,21,11.17,2.89,6.77,140,24,26.74,3.06,0,0,117,42,51,3,20,1,140,534600,,,
TTM,273,,256,,,,,17,6%,4,6,2,14,,10,9.86,,,,,,,,,,,,,,,,,,,,,,,534600,,,
Sep 2020,,,,,,,,,,,,,,,,,,11,10.61,55,67,42,33.05,,8.84,174,25,,,0,0,149,48,71,4,0,26,174,534600,,,
Jun 2009,1399,-5.69%,1329,88%,2%,1%,4%,70,5%,5,21,18,35,45%,19,1.98,50%,97,97,100,138,299,40,0,260,633,251,434,183,33,0,349,104,153,19,75,-2,633,500405,,,
Jun 2010,1612,15.21%,1488,86%,2%,1%,4%,124,8%,4,18,20,90,33%,61,6.26,29%,97,97,140,155,394,54,0,340,785,256,459,203,40,0,488,141,231,36,81,-2,785,500405,,,
Jun 2011,1944,20.59%,1783,84%,2%,1%,4%,160,8%,9,20,20,129,32%,88,9.06,31%,97,97,196,158,539,30,0,509,990,238,461,223,97,0,655,260,219,42,93,41,990,500405,,,
Jun 2012,2273,16.92%,2176,89%,2%,1%,4%,96,4%,4,32,23,46,31%,31,3.24,43%,97,97,211,142,594,30,0,564,1045,345,590,245,56,0,644,263,243,37,84,17,1045,500405,,,
