,Sales-,Sales Growth %,Expenses-,Material Cost %,Manufacturing Cost %,Employee Cost %,Other Cost %,Operating Profit,OPM %,Other Income,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs,Dividend Payout %,Share Capital-,Equity Capital,Reserves,Borrowings,Other Liabilities-,Trade Payables,Advance from Customers,Other liability items,Total Liabilities,Fixed Assets-,Gross Block,Accumulated Depreciation,CWIP,Investments,Other Assets-,Inventories,Trade receivables,Cash Equivalents,Loans n Advances,Other asset items,Total Assets,company_id,Preference Capital,Non controlling int,Other Assets+
Mar 2017,264,29.34%,85,,0.39%,5.46%,26.44%,179,68%,0,94,6,79,34%,52,12.78,8%,41,40.57,523,754,289,0,,289,1606,3,10,6,0,25,1578,1375,0,9,165,30,1606,532900,0.00,,
Mar 2018,302,14.31%,93,,0.86%,5.90%,23.88%,210,69%,0,118,6,86,33%,58,14.22,7%,41,40.57,573,1079,350,2,,349,2042,7,14,7,0,24,2012,0,15,11,136,1849,2042,532900,0.00,,
Mar 2019,361,19.35%,122,,0.33%,7.73%,25.74%,239,66%,0,149,5,85,34%,56,13.89,7%,41,40.57,624,1157,354,38,,316,2175,9,17,8,0,24,2142,0,13,14,175,1940,2175,532900,0.00,,
Mar 2020,375,3.90%,140,,0.29%,6.84%,30.22%,235,63%,0,157,4,74,27%,54,12.80,8%,42,42.30,724,1237,244,5,,239,2248,66,77,11,0,24,2157,0,12,35,184,1927,2248,532900,0.00,,
TTM,356,,116,,,,,240,67%,0,159,4,77,,55,13.08,,,,,,,,,,,,,,,,,,,,,,,532900,,,
Sep 2020,,,,,,,,,,,,,,,,,,42,42.29,765,1280,278,55,,223,2365,65,,,0,24,2276,0,26,54,2020,175,2365,532900,,,
Mar 2009,0.12,,0.10,0%,0%,0%,83%,0.02,16.67%,0.00,0.00,0.00,0.02,0.00%,0.02,0.05,0.00%,3.10,3.10,-0.21,0.00,0.02,0.02,,0.00,2.91,0.00,0.01,0.01,0.00,0.35,2.56,0.00,0.38,0.03,2.14,0.01,2.91,540108,,,
Mar 2010,0.14,17%,0.16,0%,0%,0%,114%,-0.02,-14.29%,0.00,0.00,0.00,-0.02,0.00%,-0.02,-0.05,0.00%,3.10,3.10,-0.23,0.00,0.01,0.01,,0.00,2.88,0.00,0.01,0.01,0.00,0.35,2.53,0.00,0.21,0.05,2.27,0.00,2.88,540108,,,
Mar 2011,0.15,7%,0.17,0%,0%,0%,113%,-0.02,-13.33%,0.00,0.00,0.00,-0.02,0.00%,-0.02,-0.05,0.00%,3.10,3.10,-0.25,0.00,0.03,0.00,,0.03,2.88,0.00,0.01,0.01,0.00,0.35,2.53,0.00,0.10,0.08,0.02,2.33,2.88,540108,,,
Mar 2012,0.17,13%,0.17,0%,0%,0%,100%,0.00,0.00%,0.00,0.00,0.00,0.00,,0.00,0.00,,3.10,3.10,-0.24,0.00,0.02,0.00,,0.02,2.88,0.00,0.01,0.01,0.00,0.35,2.53,0.00,0.00,0.09,0.01,2.43,2.88,540108,,,
Mar 2013,0.14,-18%,0.01,0%,0%,0%,7%,0.13,92.86%,-0.12,0.00,0.00,0.01,0.00%,0.01,0.03,0.00%,3.10,3.10,-0.24,0.00,0.03,0.00,,0.03,2.89,0.00,0.00,0.00,0.00,0.10,2.79,0.00,0.00,0.02,0.22,2.55,2.89,540108,,,
Mar 2014,0.16,14%,0.22,0%,0%,6%,131%,-0.06,-37.50%,0.00,0.00,0.00,-0.06,0.00%,-0.06,-0.15,0.00%,3.10,3.10,-0.30,0.00,0.02,0.00,,0.02,2.82,0.00,0.00,0.00,0.00,0.10,2.72,0.00,0.00,0.14,0.02,2.56,2.82,540108,,,
Mar 2015,0.30,88%,0.02,0%,0%,3%,3%,0.28,93.33%,0.00,0.00,0.00,0.28,25.00%,0.21,0.54,0.00%,3.10,3.10,-0.10,0.00,0.07,0.00,,0.07,3.07,0.00,0.00,0.00,0.00,0.10,2.97,0.00,0.00,0.48,0.13,2.36,3.07,540108,,,
Mar 2016,0.43,43%,0.34,0%,0%,7%,72%,0.09,20.93%,0.03,0.00,0.12,0.00,,0.00,0.00,,3.10,3.10,-0.09,0.00,0.06,0.00,,0.06,3.07,0.93,1.05,0.12,0.00,1.80,0.34,0.12,0.00,0.09,0.14,-0.01,3.07,540108,,,
Mar 2017,0.27,-37%,0.40,78%,4%,22%,44%,-0.13,-48.15%,0.26,0.00,0.09,0.04,25.00%,0.03,0.08,0.00%,3.10,3.10,-0.06,0.00,0.27,0.21,,0.06,3.31,0.84,1.05,0.20,0.00,1.35,1.12,0.00,0.27,0.01,0.39,0.45,3.31,540108,,,
Mar 2018,10.15,3659%,9.72,92%,0%,2%,1%,0.43,4.24%,0.06,0.00,0.07,0.42,28.57%,0.30,0.77,0.00%,3.10,3.10,0.24,0.00,1.48,1.33,,0.15,4.82,0.77,1.05,0.27,0.00,0.75,3.30,0.00,2.21,0.02,0.42,0.65,4.82,540108,,,
Mar 2019,48.86,381%,46.34,93%,0%,1%,1%,2.52,5.16%,0.03,0.00,0.22,2.33,24.89%,1.75,2.69,0.00%,5.17,5.17,3.78,0.00,10.25,9.55,,0.70,19.20,1.10,1.10,0.00,1.79,0.75,15.56,2.15,12.51,0.03,0.11,0.76,19.20,540108,,,
Mar 2020,19.14,-61%,17.85,88%,0%,3%,2%,1.29,6.74%,0.08,0.00,0.24,1.13,25.66%,0.84,1.29,3.69%,5.17,5.17,4.61,0.00,7.12,5.76,,1.36,16.90,0.86,1.10,0.24,0.00,0.75,15.29,3.24,9.89,0.03,0.16,1.97,16.90,540108,,,
TTM,9.36,,8.34,,,,,1.02,10.90%,0.11,0.00,0.20,0.93,,0.68,1.05,,,,,,,,,,,,,,,,,,,,,,,540108,,,
Sep 2020,,,,,,,,,,,,,,,,,,6.46,6.46,3.95,0.00,4.95,0.00,,4.95,15.36,0.75,,,0.00,0.75,13.86,3.24,8.15,0.04,1.97,0.46,15.36,540108,,,
Mar 2016,504,,472,86%,4%,2%,2%,32,6%,1,17,6,10,35%,6,6.31,8%,10,10.30,56,142,71,37.44,6.15,27.56,279,55,93,38,7,0,218,102,68,13,31,5,279,NSE : HITECH,,,
Mar 2017,637,26.49%,598,88%,2%,2%,2%,40,6%,2,20,7,15,30%,10,10.08,2%,10,10.30,67,180,103,57.53,6.80,38.79,360,81,88,7,8,0,271,124,96,16,27,7,360,NSE : HITECH,,,
Mar 2018,1016,59.34%,956,90%,2%,1%,1%,60,6%,1,27,4,30,30%,21,20.40,1%,10,10.50,95,255,88,45.44,2.29,40.49,449,124,135,11,17,0,307,154,104,13,30,6,449,NSE : HITECH,,,
Mar 2019,1360,33.94%,1286,91%,1%,1%,1%,75,6%,1,30,5,41,33%,27,25.56,1%,11,10.70,130,272,92,59.12,0.92,32.26,505,169,185,16,4,0,332,151,137,16,26,1,505,NSE : HITECH,,,
Mar 2020,1210,-11.08%,1150,91%,1%,1%,2%,59,5%,1,30,7,24,15%,20,18.66,1%,11,10.93,163,312,82,56.06,1.19,24.81,568,173,195,22,29,0,365,179,137,19,27,4,568,NSE : HITECH,,,
TTM,1144,,1086,,,,,58,5%,1,31,7,21,,16,14.55,,,,,,,,,,,,,,,,,,,,,,,NSE : HITECH,,,
Sep 2020,,,,,,,,,,,,,,,,,,11,10.93,170,307,91,42.49,,48.43,579,175,,,47,0,357,173,135,19,4,26,579,NSE : HITECH,,,
Mar 2009,4.80,46.79%,4.37,60%,9%,7%,16%,0.43,8.96%,0.60,0.13,0.22,0.68,-7.35%,0.73,1.38,0.00%,4.65,4.65,-5.23,2.49,0.96,0.32,0.09,0.55,2.87,1.68,9.81,8.13,0.00,0.00,1.19,0.65,0.24,0.08,0.26,-0.04,2.87,526355,,,
Mar 2010,6.53,36.04%,6.13,64%,10%,7%,13%,0.40,6.13%,2.65,0.07,0.22,2.76,0.00%,2.76,5.24,0.00%,4.65,4.65,-2.43,0.94,1.68,1.23,0.00,0.45,4.84,1.58,9.92,8.34,0.00,0.00,3.26,0.71,0.35,1.90,0.30,0.00,4.84,526355,,,
Mar 2011,9.03,38.28%,8.19,62%,9%,6%,14%,0.84,9.30%,0.91,0.02,0.24,1.49,-14.09%,1.70,3.22,0.00%,4.65,4.65,-0.74,1.13,1.02,0.45,0.00,0.57,6.06,2.48,11.06,8.58,0.00,0.00,3.58,0.55,2.11,0.43,0.74,-0.25,6.06,526355,,,
Mar 2012,8.14,-9.86%,7.27,64%,10%,9%,7%,0.87,10.69%,0.05,0.00,0.34,0.58,20.69%,0.46,0.87,0.00%,4.65,4.65,-0.27,0.10,0.65,0.00,0.00,0.65,5.13,2.45,11.35,8.90,0.00,0.00,2.68,0.66,0.41,1.30,0.33,-0.02,5.13,526355,,,
Mar 2013,8.72,7.13%,7.91,67%,9%,8%,6%,0.81,9.29%,0.11,0.00,0.34,0.58,18.97%,0.47,0.89,0.00%,4.65,4.65,0.19,0.00,0.79,0.00,0.00,0.79,5.63,2.13,11.35,9.23,0.00,0.00,3.50,0.87,0.56,1.76,0.27,0.04,5.63,526355,,,
Mar 2014,10.99,26.03%,10.15,73%,8%,7%,4%,0.84,7.64%,0.14,0.01,0.32,0.65,23.08%,0.51,0.97,0.00%,4.65,4.65,0.70,0.00,0.91,0.00,0.00,0.91,6.26,2.01,11.51,9.50,0.00,0.00,4.25,0.83,1.23,1.79,0.36,0.04,6.26,526355,,,
Mar 2015,11.87,8.01%,10.92,72%,9%,7%,3%,0.95,8.00%,0.15,0.00,0.45,0.65,12.31%,0.57,1.08,0.00%,4.65,4.65,1.27,0.00,0.96,0.45,0.00,0.51,6.88,1.59,11.50,9.91,0.00,1.20,4.09,0.97,1.03,1.52,0.52,0.05,6.88,526355,,,
Mar 2016,10.64,-10.36%,9.77,71%,8%,8%,4%,0.87,8.18%,0.04,0.00,0.26,0.65,18.46%,0.52,0.99,0.00%,4.65,4.65,1.79,0.00,0.78,0.00,0.00,0.78,7.22,1.45,11.57,10.12,0.00,3.40,2.37,0.56,1.02,0.25,0.51,0.03,7.22,526355,,,
Mar 2017,12.09,13.63%,11.19,72%,9%,8%,4%,0.90,7.44%,0.04,0.00,0.23,0.71,25.35%,0.53,1.01,0.00%,4.65,4.65,2.57,0.00,1.21,0.83,0.00,0.38,8.43,1.32,11.60,10.27,0.00,3.59,3.52,0.44,2.35,0.26,0.51,-0.04,8.43,526355,,,
Mar 2018,14.08,16.46%,12.96,71%,8%,9%,4%,1.12,7.95%,0.03,0.00,0.19,0.96,32.29%,0.65,1.23,0.00%,4.65,4.65,3.39,0.00,1.50,0.77,0.00,0.73,9.54,1.37,11.80,10.43,0.00,4.32,3.85,0.63,2.17,0.69,0.33,0.03,9.54,526355,,,
Mar 2019,17.38,23.44%,16.05,71%,10%,9%,2%,1.33,7.65%,0.02,0.00,0.27,1.08,23.15%,0.83,1.57,0.00%,4.65,4.65,4.44,0.00,2.05,1.42,0.00,0.63,11.14,2.45,13.15,10.70,0.00,4.33,4.36,0.73,2.77,0.36,0.43,0.07,11.14,526355,,,
Mar 2020,17.14,-1.38%,15.60,66%,11%,10%,4%,1.54,8.98%,0.04,0.00,0.43,1.15,26.09%,0.85,1.61,0.00%,4.65,4.65,5.45,0.00,2.31,1.19,0.33,0.79,12.41,2.87,14.00,11.13,0.00,4.50,5.04,0.58,2.57,1.40,0.41,0.08,12.41,526355,,,
TTM,17.53,,15.68,,,,,1.85,10.55%,0.06,0.00,0.52,1.39,,0.98,1.86,,,,,,,,,,,,,,,,,,,,,,,526355,,,
Sep 2020,,,,,,,,,,,,,,,,,,4.65,4.65,6.12,0.00,2.45,1.38,,1.07,13.22,2.95,,,0.00,4.66,5.61,0.58,2.67,1.79,0.43,0.14,13.22,526355,,,
Mar 2016,1100,,999,57%,11%,10%,13%,100,9%,9,9,40,60,33%,40,53.53,33%,7,7.49,454,159,290,126,13,151,910,508,786,278,11,7,383,223,102,4,52,2,910,509675,,,
Mar 2018,1280,,1132,49%,10%,8%,21%,148,12%,23,4,47,120,33%,81,108.21,21%,7,7.49,559,67,386,196,12,177,1019,492,572,80,49,121,357,185,100,14,55,3,1019,509675,,,
Mar 2019,2169,69.47%,1935,50%,9%,12%,18%,233,11%,22,25,68,163,38%,101,135.72,18%,8,7.50,630,669,669,335,0,334,1975,1081,1227,146,32,1,861,494,139,67,143,18,1975,509675,,,
Mar 2020,2555,17.80%,2318,51%,9%,14%,17%,237,9%,32,39,97,134,21%,106,141.68,14%,8,7.51,735,741,671,321,0,350,2154,1120,1347,227,35,18,982,568,118,89,176,30,2154,509675,,,
TTM,2633,,2340,,,,,293,11%,70,37,102,224,,178,237.80,,,,,,,,,,,,,,,,,,,,,,,509675,,,
Sep 2020,,,,,,,,,,,,,,,,,,8,7.51,886,487,691,267,,424,2073,1123,,,57,2,890,491,84,129,20,165,2073,509675,,,
Mar 2009,41,45.31%,32,0.00%,61.08%,13.54%,4.52%,8,21%,1,0,0,9,34%,6,2.97,17%,10,10.24,10,-0,21,18.68,0.00,2.42,42,2,3,1,-0,1,38,0.00,15.39,20.50,2.43,0.00,42,531161,,,
Mar 2010,38,-7.13%,28,0.00%,51.53%,18.02%,5.56%,9,25%,1,0,0,10,33%,7,3.44,15%,10,10.24,16,-0,16,12.61,0.00,3.16,42,2,3,1,-0,1,38,0.00,15.07,21.07,2.10,0.00,42,531161,,,
Mar 2011,53,39.34%,37,0.00%,43.59%,21.91%,5.62%,15,29%,1,0,0,16,33%,11,5.28,15%,10,10.24,25,0,17,10.19,0.00,6.32,52,2,4,1,-0,1,49,0.00,15.55,13.64,0.50,18.87,52,531161,,,
Mar 2012,93,75.96%,71,0.00%,56.03%,16.36%,3.83%,22,24%,1,0,0,23,33%,15,7.60,10%,10,10.24,38,-0,13,9.22,0.00,4.27,62,2,4,1,-0,-0,60,0.00,20.36,14.42,0.51,24.21,62,531161,,,
Mar 2013,68,-26.70%,50,0.00%,41.85%,25.11%,6.48%,18,27%,1,0,0,19,32%,13,6.28,12%,10,10.24,49,-0,11,0.00,0.00,10.73,70,24,26,2,-0,3,43,0.65,24.79,12.09,2.63,2.62,70,531161,,,
Mar 2014,81,19.24%,60,0.80%,39.15%,21.15%,12.72%,21,26%,1,0,1,22,33%,14,7.24,14%,10,10.24,61,-0,22,0.00,0.00,22.01,93,28,30,2,-0,1,64,0.00,38.53,15.01,4.93,5.61,93,531161,,,
Mar 2015,82,1.35%,56,0.00%,37.31%,25.59%,5.12%,26,32%,2,0,2,26,34%,18,8.76,12%,10,10.24,76,-0,26,19.10,0.00,7.40,113,28,32,4,-0,3,82,0.00,55.84,17.42,3.45,5.35,113,531161,,,
Mar 2016,87,6.05%,60,0.00%,21.30%,29.81%,17.67%,27,31%,2,0,2,27,35%,18,8.78,15%,10,10.24,91,-0,11,4.69,0.00,6.38,112,27,33,6,-0,15,70,0.00,20.08,30.42,14.21,4.96,112,531161,,,
Mar 2017,110,25.97%,81,0.00%,27.00%,27.50%,19.78%,28,26%,3,0,3,28,35%,18,9.16,14%,10,10.24,124,-0,13,0.89,0.42,11.88,147,48,50,3,-0,14,85,0.00,14.94,46.50,16.25,7.78,147,531161,,,
Mar 2018,72,-34.69%,53,0.00%,5.61%,41.28%,27.03%,19,26%,2,0,2,19,25%,14,7.22,18%,10,10.24,135,-0,12,1.18,0.00,10.68,157,46,51,4,-0,36,75,0.00,52.53,4.42,13.15,4.73,157,531161,,,
Mar 2019,55,-23.16%,35,0.00%,8.94%,42.41%,12.21%,20,36%,4,0,1,23,30%,16,7.89,16%,10,10.24,148,-0,14,0.91,0.18,12.45,172,46,51,6,0,50,76,0.00,19.35,34.69,19.39,2.68,172,531161,,,
Mar 2020,60,9.50%,44,0.00%,24.62%,40.40%,7.77%,16,27%,4,0,1,19,20%,15,7.65,17%,10,10.24,157,-0,30,0.63,17.19,12.29,198,45,52,7,-0,85,68,0.00,31.37,5.44,26.67,4.45,198,531161,,,
TTM,66,,43,,,,,24,36%,5,0,1,27,,21,10.27,,,,,,,,,,,,,,,,,,,,,,,531161,,,
Sep 2020,,,,,,,,,,,,,,,,,,10,10.00,168,-0,22,2.03,,20.24,201,44,,,-0,78,79,0.00,23.52,27.89,5.91,21.40,201,531161,,,
Mar 2009,17,59.85%,8,,0.06%,11.46%,31.80%,10,57%,0,8,0,1,34%,1,,0%,9,9,7,80,2,1,,2,98,4,5,1,1,1,92,,3,24,66,0,98,539404,0,,
Mar 2010,36,107.49%,15,,0.17%,17.43%,24.68%,21,58%,-0,16,0,4,35%,3,,0%,11,11,13,184,12,4,,8,220,4,6,1,2,1,214,,2,83,129,-0,220,539404,0,,
Mar 2011,59,62.74%,26,,0.15%,25.44%,19.12%,32,55%,-0,28,1,3,36%,2,,0%,18,18,61,207,9,4,,4,295,5,7,2,3,1,286,,182,85,4,14,295,539404,0,,
Mar 2012,56,-4.18%,27,,4.52%,27.33%,15.56%,30,53%,0,27,1,2,33%,1,,0%,18,18,62,216,21,0,,21,317,4,7,3,4,1,308,,190,83,10,24,317,539404,0,,
Mar 2013,94,67.58%,34,,4.84%,16.85%,14.47%,60,64%,0,54,1,5,27%,4,,0%,23,23,101,590,32,26,,5,745,4,7,3,4,1,736,,453,205,12,65,745,539404,0,,
Mar 2014,191,102.43%,61,,3.44%,12.36%,16.44%,129,68%,1,106,1,23,34%,16,4.85,0%,29,23,116,909,69,52,,17,1116,5,9,4,7,0,1104,,779,215,36,74,1116,539404,6,,
Mar 2015,324,70.02%,98,,2.16%,12.11%,16.06%,226,70%,0,177,2,46,32%,32,8.86,0%,31,25,168,1630,187,0,,187,2011,6,12,6,8,0,1996,,0,349,1135,512,2011,539404,6,,
Mar 2016,558,72.21%,178,,0.46%,15.85%,15.65%,380,68%,1,290,3,88,34%,58,13.11,0%,32,32,293,2748,231,13,,218,3303,14,23,9,7,0,3282,,2,710,1845,726,3303,539404,0,,
Mar 2017,777,39.21%,298,,0.50%,20.19%,17.74%,478,62%,-0,435,6,37,34%,24,4.71,0%,62,37,600,3855,256,0,,256,4749,38,51,13,12,70,4629,,0,1108,2534,986,4749,539404,25,,
Mar 2018,977,25.75%,303,,0.41%,19.37%,11.21%,674,69%,0,533,14,127,35%,82,12.45,0%,47,47,827,5151,238,0,,237,6263,39,67,27,16,149,6059,,0,1083,125,4850,6263,539404,0,,
Mar 2019,1373,40.55%,413,,0.42%,19.29%,10.40%,959,70%,0,643,11,306,36%,195,28.79,0%,49,49,1088,5235,324,1,,323,6696,45,80,34,16,422,6212,,7,1698,88,4420,6696,539404,0,,
Mar 2020,1400,1.95%,594,,0.42%,21.20%,20.85%,805,58%,1,578,15,213,27%,156,21.70,0%,52,52,1401,5409,292,4,,288,7154,56,106,49,34,513,6551,,6,1762,122,4661,7154,539404,0,,
TTM,1324,,618,,,,,707,53%,2,583,14,112,,86,11.91,,,,,,,,,,,,,,,,,,,,,,,539404,,,
Sep 2020,,,,,,,,,,,,,,,,,,57,57,1443,5461,293,6,,287,7254,50,,,40,268,6896,,4,2231,4609,52,7254,539404,,,
Mar 2012,12,,10,55%,18%,6%,7%,2,14%,0,0,0,1,23%,1,5.93,0%,2,1.71,20,1,4,2.58,0.12,1.56,27,4,7,2,0,1,21,3.11,4.59,12.53,0.85,0.19,27,NSE - SM : RPPL,0.75,,
Mar 2013,30,145.84%,27,61%,16%,8%,6%,3,9%,1,0,1,2,21%,2,7.22,0%,2,2.48,21,12,4,2.73,0.21,1.35,40,7,11,3,3,3,27,3.10,5.64,7.65,0.52,10.30,40,NSE - SM : RPPL,0.00,,
Mar 2014,39,29.80%,35,59%,17%,8%,7%,4,10%,0,1,3,-0,85%,-0,-0.11,0%,2,2.48,21,25,9,4.51,0.36,3.80,57,34,40,6,4,0,18,6.13,5.65,0.59,3.70,2.19,57,NSE - SM : RPPL,0.00,,
Mar 2016,95,,75,54%,13%,7%,5%,20,21%,0,4,4,12,34%,8,29.86,17%,3,2.66,29,29,15,7.22,0.44,7.62,76,38,52,14,0,0,38,7.34,14.04,9.27,1.29,5.75,76,NSE - SM : RPPL,0.00,,
Mar 2017,95,0.33%,75,52%,12%,8%,6%,20,21%,1,3,5,14,36%,9,11.12,13%,8,7.98,31,25,17,7.21,0.46,9.46,82,47,66,19,0,0,35,12.99,12.68,1.02,2.16,5.73,82,NSE - SM : RPPL,0.00,,
Mar 2018,112,17.82%,92,58%,6%,8%,10%,21,18%,1,2,5,14,29%,10,11.99,15%,8,7.98,39,21,18,11.25,1.21,5.61,86,45,69,24,0,0,41,11.01,20.45,3.29,2.40,3.50,86,NSE - SM : RPPL,0.00,,
Mar 2019,125,11.29%,106,58%,10%,9%,8%,19,15%,2,2,6,14,22%,11,9.36,11%,11,11.23,81,15,17,9.67,0.89,6.73,124,44,74,30,0,0,80,12.99,20.77,34.97,9.80,1.02,124,NSE - SM : RPPL,0.00,,
Mar 2020,126,0.57%,108,56%,12%,9%,8%,18,14%,2,1,7,12,19%,9,8.24,12%,11,11.23,89,8,15,9.04,0.94,5.01,124,46,82,37,4,0,74,12.73,22.81,26.80,10.71,1.13,124,NSE - SM : RPPL,0.00,,
Mar 2009,159,-2.79%,139,45.52%,2.57%,20.51%,18.93%,20,12%,5,13,10,2,161%,-3,-8.80,0%,3,3.07,116,111,51,23.36,3.40,18.38,282,87,115,28,26,16,152,68.94,48.40,17.53,18.23,-1.12,282,505368,,6.30,
Mar 2010,190,19.83%,172,46.24%,1.94%,21.08%,21.15%,18,10%,8,11,11,4,95%,0,0.68,0%,3,3.07,120,92,61,23.14,5.52,20.66,277,84,124,40,30,4,158,48.75,79.02,12.94,18.80,-1.04,277,505368,,11.33,
Mar 2011,218,14.56%,195,45.57%,4.03%,20.56%,19.09%,23,11%,6,9,12,8,52%,8,24.91,0%,3,3.07,128,59,62,23.61,1.43,24.17,252,77,124,47,0,6,169,51.55,61.30,10.07,26.72,19.38,252,505368,,12.79,
Mar 2012,199,-8.82%,187,38.98%,7.97%,27.54%,19.51%,12,6%,4,12,6,-3,-12%,-4,-12.52,-11%,3,3.07,124,94,69,30.20,2.49,23.40,291,75,128,53,0,5,210,54.73,83.73,11.56,33.38,26.36,291,505368,,12.94,
Mar 2013,228,14.65%,203,29.75%,13.22%,25.96%,20.11%,25,11%,4,13,4,12,44%,4,11.41,0%,3,3.07,128,81,66,24.19,0.69,25.91,278,74,102,28,0,4,200,48.78,73.80,12.04,41.52,23.79,278,505368,,15.43,
Mar 2014,176,-22.92%,162,27.63%,7.84%,34.80%,21.75%,14,8%,-3,12,4,-5,-79%,-13,-41.08,0%,3,3.07,113,86,78,17.78,3.50,41.39,281,83,113,30,0,11,186,62.86,70.33,9.43,26.58,17.02,281,505368,,15.27,
Mar 2015,163,-7.19%,143,25.17%,9.99%,32.08%,20.62%,20,12%,4,11,3,10,34%,4,12.78,0%,3,3.07,119,65,79,15.38,10.16,37.39,266,80,112,32,0,2,184,58.61,70.06,12.26,24.86,17.77,266,505368,,15.92,
Mar 2016,245,50.48%,214,32.93%,12.84%,24.37%,16.97%,32,13%,17,10,2,36,18%,27,88.85,0%,3,3.07,147,80,67,22.72,1.88,23.43,298,65,100,34,0,19,214,22.10,129.75,21.94,18.59,21.27,298,505368,,19.25,
Mar 2017,208,-15.11%,193,42.36%,2.09%,28.67%,19.68%,15,7%,5,8,2,10,-1%,10,33.10,0%,3,3.07,156,27,69,26.99,0.80,23.47,256,68,99,32,0,3,185,15.20,84.47,34.21,33.46,17.68,256,505368,,18.06,
Mar 2018,162,-22.33%,169,43.94%,2.37%,35.23%,22.90%,-7,-4%,4,4,2,-9,2%,-9,-28.76,0%,3,3.07,148,26,62,20.52,0.28,23.81,239,67,98,31,0,0,173,26.54,58.94,34.66,42.28,10.09,239,505368,,17.69,
Mar 2019,211,30.18%,195,49.13%,1.65%,23.77%,18.15%,15,7%,4,3,2,15,13%,12,37.59,0%,3,3.07,158,0,78,23.82,0.27,34.40,240,68,91,23,0,0,172,13.16,83.24,31.83,41.39,2.22,240,505368,,19.92,
Mar 2020,159,-24.58%,140,37.81%,2.18%,29.53%,18.33%,19,12%,6,2,2,21,25%,15,48.94,0%,3,3.07,172,19,70,20.13,2.75,25.31,263,70,95,24,0,29,164,22.77,65.58,28.99,40.95,5.81,263,505368,,21.33,
TTM,137,,117,,,,,20,15%,8,2,3,23,,16,51.13,,,,,,,,,,,,,,,,,,,,,,,505368,,,
Sep 2020,,,,,,,,,,,,,,,,,,3,3.07,181,20,61,21.92,,26.51,265,70,,,0,37,158,34.84,44.94,27.42,22.46,28.57,265,505368,,12.81,
Mar 2017,0,,0,,,,,-0,,0,0,0,-0,0%,-0,-0.15,0%,10,10,-0,0,0,0.00,,0.00,10,0,0.00,0.00,0,0,10,,0,0,10,0,10,542641,,,
Mar 2018,95,,47,,1.60%,21.50%,25.93%,48,51%,0,26,0,22,37%,14,9.72,0%,14,14,72,250,22,11.52,,10.59,358,1,3.58,2.22,0,0,357,,260,22,65,10,358,542641,,,
Mar 2019,102,7.39%,53,,0.83%,24.50%,26.45%,49,48%,1,44,0,5,33%,3,0.46,0%,73,73,17,400,32,13.68,,18.41,522,2,4.45,2.39,1,0,519,,459,42,6,11,522,542641,,,
TTM,87,,55,,,,,32,37%,1,50,0,-18,,-13,-0.92,,,,,,,,,,,,,,,,,,,,,,,542641,,,
Sep 2008,62.95,26.03%,45.43,31.12%,22.91%,8.15%,9.99%,17.52,27.83%,0.29,1.56,1.82,14.43,41.03%,8.51,,10.58%,1.80,1.80,34.84,18.94,19.45,10.71,0.71,8.03,75.03,25.41,35,10,0.54,-0.00,49.08,12.76,22.80,1.28,12.39,-0.15,75.03,505232,,,
Sep 2009,41.16,-34.61%,29.00,35.52%,17.20%,10.16%,7.58%,12.16,29.54%,0.71,1.87,2.63,8.37,43.73%,4.71,,19.11%,1.80,1.80,38.50,13.25,15.87,8.52,0.44,6.91,69.42,32.04,44,12,0.19,-0.00,37.19,9.27,15.30,1.77,10.85,0.00,69.42,505232,,,
Mar 2011,99.57,141.91%,66.84,30.52%,18.92%,8.34%,9.35%,32.73,32.87%,0.55,2.59,4.93,25.76,34.12%,16.97,,7.96%,1.80,1.80,53.90,14.73,22.86,7.69,0.54,14.63,93.29,32.93,50,17,1.19,-0.00,59.17,11.22,39.09,2.11,6.35,0.40,93.29,505232,,,
Mar 2012,81.16,-18.49%,59.02,30.62%,21.45%,9.31%,11.34%,22.14,27.28%,1.00,1.96,3.29,17.89,36.61%,11.34,50.40,14.88%,2.25,2.25,63.28,12.28,22.64,5.34,0.57,16.73,100.45,30.52,51,21,2.50,-0.00,67.43,16.50,40.54,3.19,6.64,0.56,100.45,505232,,,
Mar 2013,70.98,-12.54%,52.02,33.53%,19.94%,10.71%,9.12%,18.96,26.71%,0.73,1.79,3.12,14.78,32.75%,9.95,44.22,16.96%,2.25,2.25,71.26,23.60,21.53,4.65,0.76,16.12,118.64,27.67,51,24,3.29,-0.00,87.68,15.75,48.07,14.96,8.26,0.64,118.64,505232,,,
Mar 2014,71.40,0.59%,55.42,34.85%,23.08%,10.34%,9.36%,15.98,22.38%,1.21,1.62,3.04,12.53,32.72%,8.44,37.51,19.99%,2.25,2.25,77.72,19.51,17.94,4.34,0.32,13.28,117.42,24.98,52,27,3.80,-0.00,88.64,17.41,34.92,8.19,27.49,0.63,117.42,505232,,,
Mar 2015,77.62,8.71%,55.72,32.04%,18.15%,10.06%,11.53%,21.90,28.21%,2.95,2.28,2.81,19.76,34.01%,13.04,57.96,17.25%,2.25,2.25,88.13,26.55,19.90,4.60,0.53,14.77,136.83,22.64,52,29,4.02,-0.00,110.17,17.65,63.18,10.19,18.49,0.66,136.83,505232,,,
